Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Isham;51.083382;-108.5673785;Hamlet;Saskatchewan
Island Falls;55.5334171;-102.3503903;Hamlet;Saskatchewan
Ituna;51.1681442;-103.4984639;Town;Saskatchewan
Jans Bay;55.149011;-108.10247;Northern Hamlet;Saskatchewan
Jansen;51.7867722;-104.7162528;Village;Saskatchewan
Jedburgh;51.2986078;-103.0018789;Hamlet;Saskatchewan
Kamsack;51.5611889;-101.8964417;Town;Saskatchewan
Kayville;49.725711;-105.1501921;Hamlet;Saskatchewan
Keatley;52.8000602;-107.4672896;Hamlet;Saskatchewan
Keeler;50.6790722;-105.8808;Village;Saskatchewan
Kelfield;51.9431115;-108.6118283;Hamlet;Saskatchewan
Kelliher;51.2629278;-103.7401639;Village;Saskatchewan
Kelso;49.966677;-101.9504868;Hamlet;Saskatchewan
Kelstern;50.1500316;-106.8006264;Hamlet;Saskatchewan
Kelvington;52.16295;-103.5257472;Town;Saskatchewan
Kenaston;51.5025136;-106.2709333;Village;Saskatchewan
Kendal;50.2548806;-103.6158889;Village;Saskatchewan
Kennedy;50.0107167;-102.3507917;Village;Saskatchewan
Kenosee Lake;49.8330306;-102.2852819;Village;Saskatchewan
Kenosee Park;49.8333475;-102.3004942;Hamlet;Saskatchewan
Kerrobert;51.9216639;-109.1406778;Town;Saskatchewan
Keystown;50.4667042;-105.0505558;Hamlet;Saskatchewan
Khedive;49.6167005;-104.5172123;Hamlet;Saskatchewan
Killaly;50.7540222;-102.8311861;Village;Saskatchewan
Kilwinning;53.1000471;-106.6672322;Hamlet;Saskatchewan
Kincaid;49.6697722;-107.0064083;Village;Saskatchewan
Kindersley;51.4676781;-109.1566139;Town;Saskatchewan
Kinistino;52.9508056;-105.0299694;Town;Saskatchewan
Kinley;52.0711944;-107.425925;Village;Saskatchewan
Kinoosao;57.0834553;-102.0170078;Hamlet;Saskatchewan
Kipling;50.0980972;-102.6319944;Town;Saskatchewan
Kisbey;49.6462778;-102.6726333;Village;Saskatchewan
Krydor;52.7874167;-107.0748056;Village;Saskatchewan
Kyle;50.8305889;-108.0388583;Town;Saskatchewan
La Loche;56.4875278;-109.3982417;Northern Village;Saskatchewan
La Ronge;55.1178856;-105.290525;Town;Saskatchewan
Lac Vert;52.5000098;-104.4838404;Hamlet;Saskatchewan
Lacadena;50.9500451;-108.3340342;Hamlet;Saskatchewan
Lady Lake;52.0250221;-102.6245166;Hamlet;Saskatchewan
Lafleche;49.7053778;-106.5758361;Town;Saskatchewan
Laird;52.7147306;-106.5897194;Village;Saskatchewan
Lajord;50.2333691;-104.1505445;Hamlet;Saskatchewan
Lake Alma;49.1446111;-104.1974139;Village;Saskatchewan
Lake Lenore;52.3958583;-104.9853322;Village;Saskatchewan
Lake Valley;50.6333659;-106.0172625;Hamlet;Saskatchewan
Lakenheath;49.5333617;-106.2839255;Hamlet;Saskatchewan
Lampman;49.3827722;-102.7578306;Town;Saskatchewan
Lancer;50.8014564;-108.8788139;Village;Saskatchewan
Landis;52.1984556;-108.4517669;Village;Saskatchewan
Lang;49.9195861;-104.3723472;Village;Saskatchewan
Langbank;50.0483111;-102.2969998;Hamlet;Saskatchewan
Langenburg;50.8441;-101.7010725;Town;Saskatchewan
Langham;52.3584611;-106.9578389;Town;Saskatchewan
Lanigan;51.8490333;-105.0298972;Town;Saskatchewan
Laporte;51.2145526;-109.5103943;Hamlet;Saskatchewan
Lashburn;53.12515;-109.613275;Town;Saskatchewan
Laura;51.8500424;-107.2673104;Hamlet;Saskatchewan
Lawson;50.8500288;-106.6506246;Hamlet;Saskatchewan
Leacross;53.0500258;-104.05047;Hamlet;Saskatchewan
Leader;50.8875722;-109.5466111;Town;Saskatchewan
Leask;53.0201528;-106.7415611;Village;Saskatchewan
Lebret;50.7544278;-103.6982611;Village;Saskatchewan
Leipzig;52.183394;-108.6840466;Hamlet;Saskatchewan
Lemberg;50.7315694;-103.2033417;Town;Saskatchewan
Lemsford;50.8500509;-109.1174023;Hamlet;Saskatchewan
Leoville;53.6315139;-107.5513839;Village;Saskatchewan
Leross;51.2884472;-103.8707639;Village;Saskatchewan
Leroy;52.0029083;-104.7388222;Town;Saskatchewan
Lestock;51.3108694;-103.9800472;Village;Saskatchewan
Lewvan;50.0000312;-104.1005522;Hamlet;Saskatchewan
Liberty;51.1411;-105.4468556;Village;Saskatchewan
Liebenthal;50.666722;-109.5341016;Hamlet;Saskatchewan
Limerick;49.6530167;-106.2654028;Village;Saskatchewan
Linacre;50.4833856;-109.6341038;Hamlet;Saskatchewan
Lintlaw;52.0670431;-103.2464472;Village;Saskatchewan
Lipsett;52.783345;-104.6838278;Hamlet;Saskatchewan
Lipton;50.9027556;-103.8484944;Village;Saskatchewan
Lloydminster;53.2779556;-109.9802528;City;Saskatchewan
Lockwood;51.650032;-105.0172325;Hamlet;Saskatchewan
Loomis;49.2166812;-108.7340396;Hamlet;Saskatchewan
Loon Lake;54.0264083;-109.1587472;Village;Saskatchewan
Loreburn;51.2308194;-106.5995889;Village;Saskatchewan
Lorlie;50.8333513;-103.2838473;Hamlet;Saskatchewan
Love;53.4852217;-104.1662889;Village;Saskatchewan
Loverna;51.6667287;-110.000785;Hamlet;Saskatchewan
Lucky Lake;50.9852656;-107.1330389;Village;Saskatchewan
Lumsden;50.6470833;-104.8703528;Town;Saskatchewan
Luseland;52.0796306;-109.3898861;Town;Saskatchewan
Lyons;51.2611469;-107.0214727;Hamlet;Saskatchewan
Macklin;52.3362333;-109.9388806;Town;Saskatchewan
MacNutt;51.0842628;-101.6035944;Village;Saskatchewan
Macoun;49.3134306;-103.2620722;Village;Saskatchewan
Macrorie;51.3253806;-107.0875833;Village;Saskatchewan
Madison;51.2167181;-109.0173987;Hamlet;Saskatchewan
Maidstone;53.0851819;-109.2845458;Town;Saskatchewan
Mair;49.7333436;-101.8004763;Hamlet;Saskatchewan
Major;51.87425;-109.6132833;Village;Saskatchewan
Makwa;54.0060917;-108.906519;Village;Saskatchewan
Mankota;49.4206556;-107.071761;Village;Saskatchewan
Manor;49.6025769;-102.085571;Village;Saskatchewan
Mantario;51.2611111;-109.6952778;Hamlet;Saskatchewan
Maple Creek;49.9057139;-109.4794333;Town;Saskatchewan
Marcelin;52.9260139;-106.790675;Village;Saskatchewan
Marchwell;50.7999962;-101.5837963;Hamlet;Saskatchewan
Marengo;51.4796583;-109.7835958;Village;Saskatchewan
Margo;51.8254694;-103.3361014;Village;Saskatchewan
Markinch;50.9391778;-104.36235;Village;Saskatchewan
Marquis;50.6189842;-105.7192419;Village;Saskatchewan
Marriott;51.8000502;-108.0173459;Hamlet;Saskatchewan
Marsden;52.8414944;-109.8238361;Village;Saskatchewan
Marshall;53.1906972;-109.7796528;Village;Saskatchewan
Martensville;52.2919249;-106.6524122;City;Saskatchewan
Maryfield;49.8349836;-101.52585;Village;Saskatchewan
Marysburg;52.3166914;-105.083877;Hamlet;Saskatchewan
Masefield;49.1500188;-107.8006556;Hamlet;Saskatchewan
Matador;50.8000396;-107.9506831;Hamlet;Saskatchewan
Maxim;49.3166962;-103.9671857;Hamlet;Saskatchewan
Maymont;52.5627833;-107.70735;Village;Saskatchewan
Mazenod;49.8666944;-106.2172585;Hamlet;Saskatchewan
McGee;51.50005;-108.250696;Hamlet;Saskatchewan
McKague;52.6166695;-103.9338177;Hamlet;Saskatchewan
McLean;50.5172269;-104.0680044;Village;Saskatchewan
McMahon;50.0833646;-107.5506624;Hamlet;Saskatchewan
McTaggart;49.7308972;-104.011825;Village;Saskatchewan
Meacham;52.1073861;-105.7590778;Village;Saskatchewan
Meadow Lake;54.1241055;-108.4359051;City;Saskatchewan
Meath Park;53.4417056;-105.3667258;Village;Saskatchewan
Medstead;53.2985167;-108.0796333;Village;Saskatchewan
Melaval;49.683362;-106.4506018;Hamlet;Saskatchewan
Melfort;52.8563361;-104.6099722;City;Saskatchewan
Melville;50.9304306;-102.8078417;City;Saskatchewan
Mendham;50.7722722;-109.6642639;Village;Saskatchewan
Mennon;52.4333869;-106.7672713;Hamlet;Saskatchewan
Meota;53.0378972;-108.4601083;Village;Saskatchewan
Merid;51.4333939;-109.9007861;Hamlet;Saskatchewan
Mervin;53.3334617;-108.8740111;Village;Saskatchewan
Meyronne;49.6500293;-106.8339526;Hamlet;Saskatchewan
Michel Village;56.0086056;-109.1112417;Northern Hamlet;Saskatchewan
Midale;49.3963806;-103.4107;Town;Saskatchewan
Middle Lake;52.4827722;-105.3079139;Village;Saskatchewan
Mikado;51.608725;-102.2706026;Hamlet;Saskatchewan
Milden;51.4864944;-107.5212417;Village;Saskatchewan
Mildred;53.3500577;-107.3339346;Hamlet;Saskatchewan
Milestone;49.9932583;-104.5177039;Town;Saskatchewan
Millerdale;51.7833914;-108.9840679;Hamlet;Saskatchewan
Miller's Hill;53.2000365;-105.6671724;Hamlet;Saskatchewan
Minton;49.1652028;-104.5831806;Village;Saskatchewan
Missinipe;55.60528;-104.780303;Northern Hamlet;Saskatchewan
Mistatim;52.871875;-103.3655333;Village;Saskatchewan
Mitchellton;49.9333626;-105.7005706;Hamlet;Saskatchewan
Mont Nebo;53.2833824;-106.8505708;Hamlet;Saskatchewan
Montmartre;50.220125;-103.4508436;Village;Saskatchewan
Moose Jaw;50.3934194;-105.5519522;City;Saskatchewan
Moose Range;53.2333639;-103.7004632;Hamlet;Saskatchewan
Moosomin;50.1447583;-101.671;Town;Saskatchewan
Morse;50.4146556;-107.0359494;Town;Saskatchewan
Mortlach;50.4555944;-106.0620722;Village;Saskatchewan
Mossbank;49.9396278;-105.9631667;Town;Saskatchewan
Muenster;52.1911833;-104.9938;Village;Saskatchewan
Naicam;52.4194889;-104.4965889;Town;Saskatchewan
Neely;51.9333677;-105.7839259;Hamlet;Saskatchewan
Neidpath;50.2166988;-107.2506487;Hamlet;Saskatchewan
Neilburg;52.8394028;-109.6276278;Village;Saskatchewan
Nelson Beach;52.6494389;-105.7047;Hamlet;Saskatchewan
Netherhill;51.4709778;-108.8576417;Village;Saskatchewan
Neudorf;50.7097306;-103.0142389;Village;Saskatchewan
Neville;49.9639306;-107.6286833;Village;Saskatchewan
New Osgoode;52.9833566;-103.8004617;Hamlet;Saskatchewan
Nipawin;53.3571917;-104.0191231;Town;Saskatchewan
Nokomis;51.5108167;-105.0068306;Town;Saskatchewan
Nora;52.3833328;-103.8338268;Hamlet;Saskatchewan
Norquay;51.8841475;-102.0894306;Town;Saskatchewan
North Battleford;52.7574361;-108.2861667;City;Saskatchewan
North Portal;49.0063222;-102.5549944;Village;Saskatchewan
Northgate;49.0000264;-102.2671068;Hamlet;Saskatchewan
Nut Mountain;52.1285667;-103.3814139;Hamlet;Saskatchewan
Oakshela;50.4000172;-102.7671727;Hamlet;Saskatchewan
Odessa;50.2840347;-103.7847861;Village;Saskatchewan
Ogema;49.5736417;-104.9155639;Town;Saskatchewan
Old Wives;50.2000308;-106.0005888;Hamlet;Saskatchewan
Onion Lake;53.7167554;-110.0007876;Hamlet;Saskatchewan
Orcadia;51.2666683;-102.6171492;Hamlet;Saskatchewan
Orkney;49.1333513;-107.9173285;Hamlet;Saskatchewan
Osage;49.9562083;-103.5817361;Village;Saskatchewan
Osler;52.3640917;-106.5380694;Town;Saskatchewan
Otthon;51.096756;-102.596805;Hamlet;Saskatchewan
Oungre;49.1456248;-103.8016393;Hamlet;Saskatchewan
Outlook;51.4890194;-107.0526617;Town;Saskatchewan
Outram;49.150033;-103.317139;Hamlet;Saskatchewan
Oxbow;49.2299167;-102.1692733;Town;Saskatchewan
Paddockwood;53.5071333;-105.5618306;Village;Saskatchewan
Palmer;49.8500283;-106.3505986;Hamlet;Saskatchewan
Pambrun;49.9333641;-107.4506591;Hamlet;Saskatchewan
Pangman;49.6463944;-104.659925;Village;Saskatchewan
Paradise Hill;53.5408833;-109.4586389;Village;Saskatchewan
Parkbeg;50.4500335;-106.2672711;Hamlet;Saskatchewan
Parkside;53.1660111;-106.5339317;Village;Saskatchewan
Pasqua;50.366694;-105.383901;Hamlet;Saskatchewan
Paswegin;51.9833339;-103.9671837;Hamlet;Saskatchewan
Pathlow;52.7166799;-104.8005002;Hamlet;Saskatchewan
Patuanak;55.8864778;-107.6956472;Northern Hamlet;Saskatchewan
Paynton;53.0127056;-108.9364139;Village;Saskatchewan
Peerless;54.3500932;-109.234113;Hamlet;Saskatchewan
Peesane;52.8666779;-103.6004759;Hamlet;Saskatchewan
Pelican Narrows;55.1883611;-102.9340742;Northern Village;Saskatchewan
Pelly;51.8563472;-101.9272306;Village;Saskatchewan
Penn;53.666739;-107.700628;Hamlet;Saskatchewan
Pennant;50.5320417;-108.2332556;Village;Saskatchewan
Pense;50.4152361;-104.9847031;Village;Saskatchewan
Penzance;51.0667032;-105.4339088;Hamlet;Saskatchewan
Perdue;52.0541083;-107.5448528;Village;Saskatchewan
Perigord;52.3499976;-103.5671548;Hamlet;Saskatchewan
Peterson;52.1833666;-105.6839058;Hamlet;Saskatchewan
Phippen;52.4500672;-108.8840485;Hamlet;Saskatchewan
Piapot;49.9833693;-109.1174032;Hamlet;Saskatchewan
Pierceland;54.3408111;-109.7775;Village;Saskatchewan
Pilger;52.4242194;-105.2684133;Village;Saskatchewan
Pilot Butte;50.4770417;-104.4173086;Town;Saskatchewan
Pine Cove;54.0917654;-109.222977;Hamlet;Saskatchewan
Pinehouse;55.5207417;-106.5780028;Northern Village;Saskatchewan
Pleasantdale;52.5764972;-104.5066167;Village;Saskatchewan
Plenty;51.7833517;-108.6444194;Village;Saskatchewan
Plunkett;51.9068639;-105.4459889;Village;Saskatchewan
Ponteix;49.7447333;-107.4872389;Town;Saskatchewan
Pontrilas;53.2166974;-104.0338009;Hamlet;Saskatchewan
Porcupine Plain;52.5957889;-103.2542528;Town;Saskatchewan
Portreeve;50.8333826;-109.0173946;Hamlet;Saskatchewan
Preeceville;51.9580222;-102.6673164;Town;Saskatchewan
Prelate;50.8524169;-109.4039167;Village;Saskatchewan
Primate;52.2635639;-109.8239694;Village;Saskatchewan
Prince Albert;53.2162056;-105.7148056;City;Saskatchewan
Prongua;52.7334003;-108.5506946;Hamlet;Saskatchewan
Prud'homme;52.3372556;-105.8949917;Village;Saskatchewan
Punnichy;51.3715167;-104.2976028;Village;Saskatchewan
Qu'Appelle;50.5425111;-103.8735111;Town;Saskatchewan
Quill Lake;52.0711194;-104.2564139;Village;Saskatchewan
Quinton;51.3832639;-104.4033528;Village;Saskatchewan
Rabbit Lake;53.1434111;-107.7675628;Hamlet;Saskatchewan
Radisson;52.4629417;-107.3954639;Town;Saskatchewan
Radville;49.4609861;-104.2973611;Town;Saskatchewan
Rama;51.7577167;-103.0009306;Village;Saskatchewan
Ranger;53.5834048;-107.7006296;Hamlet;Saskatchewan
Rapid View;54.1500962;-108.817397;Hamlet;Saskatchewan
Ratcliffe;49.1000322;-103.9838284;Hamlet;Saskatchewan
Ravenscrag;49.5000218;-109.1007287;Hamlet;Saskatchewan
Raymore;51.4088111;-104.5265667;Town;Saskatchewan
Readlyn;49.5833619;-105.6505656;Hamlet;Saskatchewan
Red Deer Hill;53.0167071;-105.8005276;Hamlet;Saskatchewan
Red Jacket;50.2000072;-101.783816;Hamlet;Saskatchewan
Redfield;52.9500642;-107.7506323;Hamlet;Saskatchewan
Redvers;49.5704222;-101.7023506;Town;Saskatchewan
Regina;50.4548389;-104.6066083;City;Saskatchewan
Regina Beach;50.7863861;-104.9744167;Town;Saskatchewan
Renown;51.6333679;-105.5505919;Hamlet;Saskatchewan
Reserve;52.4666667;-102.6504701;Hamlet;Saskatchewan
Resource;52.7333445;-104.5338284;Hamlet;Saskatchewan
Revenue;52.2333973;-108.9007229;Hamlet;Saskatchewan
Reward;52.2834013;-109.3674112;Hamlet;Saskatchewan
Rhein;51.3528778;-102.1915889;Village;Saskatchewan
Rheinland;52.4167109;-106.5005947;Hamlet;Saskatchewan
Rhineland;50.1666989;-107.6506685;Hamlet;Saskatchewan
Richard;52.6927333;-107.70269;Village;Saskatchewan
Richardson;50.3833731;-104.4505432;Hamlet;Saskatchewan
Richlea;51.1833833;-108.5840478;Hamlet;Saskatchewan
Richmound;50.4542944;-109.7574722;Village;Saskatchewan
Ridgedale;53.0565222;-104.1545083;Village;Saskatchewan
Riverhurst;50.903375;-106.8671683;Village;Saskatchewan
Robinhood;53.2834144;-108.2006655;Hamlet;Saskatchewan
Robsart;49.3833519;-109.2840659;Hamlet;Saskatchewan
Rocanville;50.3800639;-101.6906028;Town;Saskatchewan
Roche Percee;49.0656417;-102.8014869;Village;Saskatchewan
Rockglen;49.1812833;-105.9476083;Town;Saskatchewan
Rockhaven;52.6667369;-108.8673785;Hamlet;Saskatchewan
Rokeby;51.133333;-102.3338078;Hamlet;Saskatchewan
Rose Valley;52.2930167;-103.8095917;Town;Saskatchewan
Roseray;50.4667109;-108.4840343;Hamlet;Saskatchewan
Rosetown;51.5548472;-107.9901833;Town;Saskatchewan
Rosthern;52.6626306;-106.3338164;Town;Saskatchewan
Rouleau;50.1903444;-104.9074056;Town;Saskatchewan
Rowatt;50.3333727;-104.6172153;Hamlet;Saskatchewan
Ruddell;52.6052694;-107.8578694;Village;Saskatchewan
Runciman;52.9833551;-104.0504708;Hamlet;Saskatchewan
Rush Lake;50.4037611;-107.4025153;Village;Saskatchewan
Ruthilda;51.8925833;-108.4671783;Hamlet;Saskatchewan
Rutland;52.5167392;-109.5340816;Hamlet;Saskatchewan
Ryerson;49.7833403;-101.667145;Hamlet;Saskatchewan
Saltcoats;51.0406472;-102.1669233;Town;Saskatchewan
Salvador;52.1667339;-109.5007536;Hamlet;Saskatchewan
Sanctuary;50.9833779;-108.0840235;Hamlet;Saskatchewan
Sandy Bay;55.5309806;-102.3106917;Northern Village;Saskatchewan
Saskatoon;52.13965;-106.6861833;City;Saskatchewan
Sceptre;50.8649944;-109.2698056;Village;Saskatchewan
Schoenfeld;50.1000324;-107.70067;Hamlet;Saskatchewan
Schoenweise;52.4500447;-106.5672621;Hamlet;Saskatchewan
Scotsguard;49.7166947;-108.1506868;Hamlet;Saskatchewan
Scott;52.3655833;-108.8278556;Town;Saskatchewan
Sedley;50.1708972;-104.0140833;Village;Saskatchewan
Semans;51.4061611;-104.7313472;Village;Saskatchewan
Senate;49.2833494;-109.7007467;Hamlet;Saskatchewan
Senlac;52.4931361;-109.7082361;Village;Saskatchewan
Serath;51.1833731;-104.5172241;Hamlet;Saskatchewan
Shackleton;50.6850089;-108.6075361;Hamlet;Saskatchewan
Shamrock;50.1607222;-106.6249528;Village;Saskatchewan
Shaunavon;49.6503486;-108.4159917;Town;Saskatchewan
Sheho;51.5856836;-103.2120056;Village;Saskatchewan
Shell Lake;53.3055222;-107.0644861;Village;Saskatchewan
Shellbrook;53.2203306;-106.3885444;Town;Saskatchewan
Shipman;53.4763333;-104.9833028;Hamlet;Saskatchewan
Sidewood;50.050034;-108.9007243;Hamlet;Saskatchewan
Silton;50.806475;-104.9109778;Village;Saskatchewan
Silver Park;52.6666771;-104.5171645;Hamlet;Saskatchewan
Simmie;49.9438083;-108.1061221;Hamlet;Saskatchewan
Simpson;51.4525983;-105.4450278;Village;Saskatchewan
Sinnett;51.9000277;-104.9172242;Hamlet;Saskatchewan
Sintaluta;50.4769;-103.449675;Town;Saskatchewan
Sled Lake;54.4305333;-107.3244722;Northern Settlement;Saskatchewan
Smeaton;53.4914333;-104.8109111;Village;Saskatchewan
Smiley;51.6287556;-109.4714417;Village;Saskatchewan
Smuts;52.4333708;-106.1172468;Hamlet;Saskatchewan
Snipe Lake;51.166717;-108.884059;Hamlet;Saskatchewan
Somme;52.5833336;-102.9671396;Hamlet;Saskatchewan
Sonningdale;52.3833894;-107.6839835;Hamlet;Saskatchewan
South Fork;49.6000242;-108.7173791;Hamlet;Saskatchewan
Southend Reindeer;56.3189733;-103.2649611;Northern Hamlet;Saskatchewan
Southey;50.9428722;-104.4996056;Town;Saskatchewan
Sovereign;51.516714;-107.717332;Hamlet;Saskatchewan
Spalding;52.3291028;-104.4957194;Village;Saskatchewan
Speers;52.7073278;-107.5581806;Village;Saskatchewan
Spiritwood;53.3653889;-107.51873;Town;Saskatchewan
Springside;51.3447722;-102.7423056;Town;Saskatchewan
Springwater;51.9667197;-108.3840372;Hamlet;Saskatchewan
Spruce Home;53.4000436;-105.767168;Hamlet;Saskatchewan
Spy Hill;50.6032556;-101.6860847;Village;Saskatchewan
St. Benedict;52.5667533;-105.3932139;Village;Saskatchewan
St. Boswells;50.05003;-106.833961;Hamlet;Saskatchewan
St. Brieux;52.6371778;-104.8849407;Town;Saskatchewan
St. George's Hill;55.8800028;-108.9625917;Northern Hamlet;Saskatchewan
St. Gregor;52.1766806;-104.8265028;Village;Saskatchewan
St. Hubert Mission;50.2166792;-102.3504964;Hamlet;Saskatchewan
St. Louis;52.9210111;-105.8112389;Village;Saskatchewan
St. Victor;49.4333613;-105.8672384;Hamlet;Saskatchewan
St. Walburg;53.629564;-109.200031;Town;Saskatchewan
Stalwart;51.2333696;-105.4339139;Hamlet;Saskatchewan
Stanley Mission;55.41679;-104.5682333;Northern Settlement;Saskatchewan
Star City;52.8618111;-104.3317222;Town;Saskatchewan
Steelman;49.3000278;-102.600458;Hamlet;Saskatchewan
Steen;52.6833347;-103.5338156;Hamlet;Saskatchewan
Stenen;51.8993639;-102.3787333;Village;Saskatchewan
Stewart Valley;50.59555;-107.8053583;Village;Saskatchewan
Stockholm;50.6571167;-102.3029556;Village;Saskatchewan
Stonehenge;49.5166946;-106.1172498;Hamlet;Saskatchewan
Stony Beach;50.4667022;-105.1672273;Hamlet;Saskatchewan
Stony Rapids;59.2548056;-105.8386667;Northern Hamlet;Saskatchewan
Stornoway;51.2833275;-102.0338001;Hamlet;Saskatchewan
Storthoaks;49.3895889;-101.6017264;Village;Saskatchewan
Stoughton;49.6773083;-103.0281278;Town;Saskatchewan
Stranraer;51.7167193;-108.4840409;Hamlet;Saskatchewan
Strasbourg;51.0702806;-104.9555028;Town;Saskatchewan
Strongfield;51.3327194;-106.5960639;Village;Saskatchewan
Sturgeon Landing;54.266721;-101.8170695;Northern Settlement;Saskatchewan
Sturgis;51.9404778;-102.5441722;Town;Saskatchewan
Success;50.4593222;-108.0799056;Village;Saskatchewan
Summerberry;50.4244417;-103.0948083;Hamlet;Saskatchewan
Sunnyside Beach;53.566715;-105.8838294;Hamlet;Saskatchewan
Superb;51.883396;-109.4507582;Hamlet;Saskatchewan
Swanson;51.7000408;-107.1506438;Hamlet;Saskatchewan
Swift Current;50.2881611;-107.7938944;City;Saskatchewan
Talmage;49.7833562;-103.6672073;Hamlet;Saskatchewan
Tantallon;50.5355108;-101.8408417;Village;Saskatchewan
Tarnopol;52.700026;-105.3838625;Hamlet;Saskatchewan
Tate;51.4500344;-104.8338973;Hamlet;Saskatchewan
Tessier;51.8070667;-107.4273778;Village;Saskatchewan
Theodore;51.4235806;-102.9223472;Village;Saskatchewan
Timber Bay;54.1684036;-105.6753861;Northern Hamlet;Saskatchewan
Tiny;51.666658;-102.600477;Hamlet;Saskatchewan
Tisdale;52.84905;-104.0490972;Town;Saskatchewan
Togo;51.4025953;-101.5823722;Village;Saskatchewan
Tompkins;50.0624556;-108.792175;Village;Saskatchewan
Tonkin;51.2166661;-102.2671387;Hamlet;Saskatchewan
Torquay;49.1403222;-103.4870972;Village;Saskatchewan
Tramping Lake;52.136125;-108.9492167;Village;Saskatchewan
Traynor;52.2333901;-108.3840288;Hamlet;Saskatchewan
Tregarva;50.6000496;-104.7172288;Hamlet;Saskatchewan
Tribune;49.24785;-103.8252667;Village;Saskatchewan
Truax;49.9000341;-104.950556;Hamlet;Saskatchewan
Tuberose;50.9167097;-108.0840237;Hamlet;Saskatchewan
Tugaske;50.8739889;-106.2875111;Village;Saskatchewan
Turnor Lake;56.4728083;-108.7059889;Northern Hamlet;Saskatchewan
Turtleford;53.3878806;-108.9593833;Town;Saskatchewan
Tuxford;50.5753361;-105.5805417;Village;Saskatchewan
Tweedsmuir;53.5667156;-105.9505003;Hamlet;Saskatchewan
Tyner;51.0000458;-108.4173707;Hamlet;Saskatchewan
Tyvan;50.0333591;-103.7172081;Hamlet;Saskatchewan
Unity;52.442125;-109.1574917;Town;Saskatchewan
Uranium City;59.5658833;-108.6144667;Northern Settlement;Saskatchewan
Uren;50.4833661;-106.767293;Hamlet;Saskatchewan
Val Marie;49.2454583;-107.7290778;Village;Saskatchewan
Valley Centre;51.7833832;-107.8340022;Hamlet;Saskatchewan
Valparaiso;52.8525769;-104.1866667;Village;Saskatchewan
Vandura;50.0000137;-102.1171571;Hamlet;Saskatchewan
